indice,pergunta,referencia,predicao,bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL
0,,"Asthma is a disease of the airways in the lungs. Its symptoms are caused by inflammation, which makes the airways red, swollen, narrower and extra-sensitive to irritants. This leads to recurrent attacks of wheezing, breathlessness, chest tightness and coughing. Mild attacks can settle down without treatment, but treatment usually helps them to resolve more quickly. Appropriate treatment can also reduce the risk of further attacks. If you experience a serious attack you should seek emergency help.
Asthma is a long-term (chronic) disease. Your asthma does not stay the same, but changes over time, and every person with asthma has good and bad days (or longer periods of time).
Asthma is very common. Around one out of every ten people in the Western World develops asthma at some stage in their life.","Asthma is a chronic respiratory disease that causes inflammation and constriction of the airways in the lungs. It is a common condition that affects millions of people worldwide.

In asthma, the airways become inflamed, swollen, and constricted, making it harder for air to flow in and out of the lungs. This can lead to symptoms such as:

1. Wheezing: A high-pitched sound when breathing out
2. Coughing: A persistent cough, often worse at night or in the morning
3. Shortness of breath: Difficulty breathing, even when doing everyday activities
4. Chest tightness: Feeling like the chest is tight or constricted
5. Coughing up mucus: Producing excess mucus, which can be yellow or green in color

Asthma is not just a single problem, but rather a complex condition that can be triggered by various factors, such as:

1. Allergies: Exposure to allergens like dust mites, pollen, or pet dander can trigger asthma attacks.
2. Respiratory infections: Viral or bacterial infections can trigger asthma symptoms.
3. Environmental factors: Exposure to air pollution, tobacco smoke, or strong chemicals can irritate the airways.
4. Genetics: Family history can play a role in developing asthma.
5. Stress: Emotional stress can trigger asthma symptoms.

There is no cure for asthma, but it can be managed and controlled with treatment, lifestyle changes, and medication. Treatment typically involves a combination of medications, such as:

1. Bronchodilators: To open up the airways and relieve symptoms
2. Corticosteroids: To reduce inflammation and swelling
3. Leukotriene modifiers: To prevent the release of chemical messengers that cause inflammation
4. Inhaled corticosteroids: To reduce inflammation and swelling in the airways

It's essential to work with a healthcare provider to develop a personalized treatment plan and make lifestyle changes, such as:

1. Avoiding triggers: Identifying and avoiding triggers that can exacerbate symptoms
2. Using medication: Taking medication as prescribed to control symptoms
3. Staying active: Engaging in regular exercise to improve lung function and overall health
4. Managing stress: Using stress-reducing techniques, such as meditation or yoga, to manage stress and anxiety.

By understanding asthma and working with a healthcare provider, individuals with asthma can manage their symptoms, reduce their risk of complications, and improve their overall quality of life.",0.654205,0.730711,0.690345,0.035299,0.270916,0.06,0.163347
1,,"Inflammation of the airways causes asthma symptoms (wheezing, breathlessness, chest tightness and coughing) by restricting or limiting the airflow to and from the lungs. It does this by causing:

    swelling of the airways, which makes them narrower
    tightening of the muscles that surround the airways (also called bronchoconstriction), which makes them even narrower
    the production of too much mucus, which can plug up or block the airways
    longer-term damage to the walls of the airways, which prevents them from opening as widely as a normal airway.

When the airways have been inflamed for a long time, they become extra-sensitive. This means that they react faster and more strongly to various triggers, such as allergens, viruses, dust, smoke and stress.","Inflammation of the airways is a key component of asthma. When you have asthma, your airways become inflamed and swollen, leading to increased airway resistance and constriction. This inflammation can be caused by a variety of factors, including:

1. Allergens: Exposure to allergens such as pollen, dust mites, mold, and pet dander can trigger inflammation in the airways.
2. Irritants: Exposure to irritants such as tobacco smoke, pollution, and strong chemicals can also trigger inflammation.
3. Infection: Respiratory viruses and bacteria can cause inflammation in the airways.
4. Genetics: Genetic predisposition can play a role in the development of asthma and inflammation.

When the airways are inflamed, the following changes occur:

1. Increased mucus production: The airways produce more mucus, which can trap allergens and irritants, making it harder to breathe.
2. Swelling: The airways become swollen, making it harder for air to pass through.
3. Smooth muscle contraction: The smooth muscle in the airways contracts, causing the airways to constrict and narrow.
4. Edema: The airways become edematous, leading to increased airway resistance and constriction.

The inflammation in the airways can lead to a range of symptoms, including:

* Wheezing
* Coughing
* Shortness of breath
* Chest tightness
* Wheezing

To manage asthma, it's essential to control inflammation. This can be achieved through:

1. Avoiding triggers: Identify and avoid triggers that can cause inflammation, such as allergens and irritants.
2. Medications: Using medications such as bronchodilators, corticosteroids, and combination inhalers to reduce inflammation and symptoms.
3. Lifestyle changes: Making lifestyle changes, such as quitting smoking, exercising regularly, and maintaining a healthy weight, can help reduce inflammation and improve asthma symptoms.

By understanding the role of inflammation in asthma, you can take steps to manage your condition and reduce symptoms.",0.677268,0.713531,0.694927,0.041222,0.328431,0.073892,0.186275
2,,"Inflammation is a reaction to infections and other triggers in the lining of the airways and the underlying tissue. The inflammation makes the airways become red, swollen, narrower and extra-sensitive.","Inflammation in the airways, also known as bronchial inflammation, is a common feature of asthma. It occurs when the airways, which carry air in and out of the lungs, become irritated and inflamed.

In asthma, the airways are lined with tiny airway muscles and goblet cells that produce mucus. When the airways are exposed to allergens, irritants, or respiratory viruses, the airway muscles contract and the goblet cells produce excess mucus, leading to inflammation.

The inflammatory response in asthma involves the release of various chemical mediators, such as histamine, leukotrienes, and cytokines, which cause the following effects:

1. Swelling of the airway muscles and glands, leading to bronchoconstriction (narrowing of the airways)
2. Increased mucus production, which can clog the airways and make breathing difficult
3. Increased blood flow to the airways, which can lead to redness and swelling
4. Release of chemical mediators that cause smooth muscle contraction and mucus production

Inflammation in the airways can be caused by various factors, including:

* Allergens, such as pollen, dust mites, and pet dander
* Respiratory viruses, such as the common cold and flu
* Irritants, such as smoke and pollution
* Environmental triggers, such as changes in temperature or humidity

The inflammation in the airways can lead to symptoms such as:

* Wheezing
* Coughing
* Shortness of breath
* Chest tightness
* Fatigue

Treatment for asthma often involves medications that reduce inflammation, such as corticosteroids and bronchodilators, as well as lifestyle changes to avoid triggers and manage symptoms.",0.634121,0.746439,0.685711,0.0,0.140221,0.066914,0.125461
3,,"Asthma tends to run in families, which means that you are more likely to develop asthma if someone in your family already has it. Children with eczema or food allergy are more likely than other children to develop asthma.

Allergy to pollen, house dust mites or pets also increases your chance of developing asthma. Exposure to tobacco smoke, air pollution or other inhaled irritants can also cause asthma symptoms in those with an underlying tendency to asthma.","Asthma is a common respiratory condition that affects people of all ages, but it's most common in children and young adults.

According to the Centers for Disease Control and Prevention (CDC), asthma affects:

1. Children: Asthma is most common in children under the age of 18, with approximately 7.7 million children in the United States having asthma.
2. Young adults: Asthma can persist into adulthood, with many people experiencing symptoms into their 20s, 30s, and 40s.
3. Adults: While asthma is often thought to be a childhood condition, it can also affect adults, with approximately 7.5 million adults in the United States having asthma.

In terms of demographics, asthma affects:

1. Both males and females: Asthma affects both males and females, although males are more likely to develop severe asthma.
2. People from all racial and ethnic groups: Asthma affects people from all racial and ethnic groups, including African Americans, Hispanics/Latinos, Asian Americans, and Native Americans.
3. People with a family history of asthma: If you have a family history of asthma, you're more likely to develop the condition.
4. People who are exposed to allergens: Exposure to allergens such as dust mites, mold, pet dander, and pollen can trigger asthma symptoms.

It's worth noting that asthma can be triggered by a variety of factors, including genetics, environmental factors, and lifestyle choices.",0.680219,0.749046,0.712975,0.029147,0.262295,0.072607,0.144262
4,,"Asthma can start at any age, although about half of all people with asthma have had their first symptoms by the age of 10, and many children with asthma have had their first asthma attack before the age of 6.","Asthma can start at any age, but it is most commonly diagnosed in children and young adults. The exact age at which asthma starts can vary depending on the individual and the type of asthma.

Infants and young children are more likely to develop asthma, often starting in the first year of life, but it can also start later, around 5-7 years old. In some cases, asthma may not develop until adulthood, often after the age of 40.

According to the American Academy of Allergy, Immunology, the age distribution of asthma is as follows:

* Infants and young children (0-5 years): 70-80% of asthma cases are diagnosed in this age group.
* Children and adolescents (6-17 years): 15-20% of asthma cases are diagnosed in this age group.
* Young adults (18-39 years): 5-10% of asthma cases are diagnosed in this age group.
* Adults (40-64 years): 10-20% of asthma cases are diagnosed in this age group.
* Older adults (65+ years): 5-10% of asthma cases are diagnosed in this age group.

It's worth noting that asthma can be triggered by various factors, including genetics, environment, and lifestyle, and can change over time. If you suspect that you or a family member has asthma, it's essential to consult a healthcare professional for proper diagnosis and treatment.",0.647834,0.770594,0.703902,0.031489,0.167939,0.061538,0.137405
5,,"The causes of asthma are not fully understood. Asthma is probably usually caused by a mixture of hereditary factors (those you are born with) and environmental factors, but how these factors work together is still largely unknown.

Allergens from house dust mites and pets are the most common causes, but many other allergens, such as pollen and moulds, can cause asthma. Some patients with asthma have no obvious allergies.","Asthma is a complex and multifactorial disease, and there is no single cause. However, research has identified several factors that contribute to the development and exacerbation of asthma. Here are some of the main causes and triggers of asthma:

**Genetic factors:**

1. Family history: If one or both parents have asthma, their children are more likely to develop asthma.
2. Genetic predisposition: Some people may be more prone to asthma due to their genetic makeup.

**Environmental factors:**

1. Air pollution: Exposure to particulate matter, nitrogen dioxide, and ozone can trigger asthma symptoms.
2. Allergies: Allergens such as dust mites, pollen, and pet dander can trigger asthma symptoms.
3. Respiratory infections: Viral and bacterial infections, such as the common cold and flu, can trigger asthma symptoms.
4. Stress: Stress can exacerbate asthma symptoms.

**Other factors:**

1. Gastroesophageal reflux disease (GERD): Stomach acid can flow up into the throat and trigger asthma symptoms.
2. Obesity: Being overweight or obese can increase the risk of developing asthma.
3. Smoking: Exposure to secondhand smoke can trigger asthma symptoms.
4. Climate and geography: Living in areas with high levels of air pollution, mold, or dust can increase the risk of developing asthma.

**Triggers:**

1. Exercise: Physical activity can trigger asthma symptoms in some people.
2. Cold air: Breathing in cold air can trigger asthma symptoms.
3. Stress: Stress can exacerbate asthma symptoms.
4. Certain medications: Some medications, such as beta-blockers and decongestants, can trigger asthma symptoms.

It's worth noting that each person's asthma triggers and symptoms are unique, and it's often a combination of factors that contributes to the development and exacerbation of asthma. If you suspect you have asthma, it's essential to consult with a healthcare professional for proper diagnosis and treatment.",0.638522,0.728883,0.680717,0.0,0.21547,0.038889,0.127072
6,,"Yes. Asthma is a chronic (long-term) disease that causes inflammation and narrowing of the airways. Some degree of inflammation is usually present, even at times when you are unaware of any symptoms.

If your asthma is untreated, you will have repeated attacks of asthma symptoms.

Mild attacks can settle down without treatment, but treatment usually helps them to resolve more quickly. Appropriate treatment can also reduce the risk of further attacks. If you experience a serious attack you should seek emergency help.

Your asthma does not stay the same, but changes over time, and every person with asthma has good and bad days (or longer periods of time). However, if asthma is properly treated, you may enjoy long periods without symptoms or attacks.","Yes, asthma is considered a chronic disease. It is a long-term condition that affects the airways, causing inflammation, constriction, and other symptoms. The airways are always a bit inflamed and sensitive, which can lead to recurring episodes of wheezing, coughing, and shortness of breath.

Asthma is a chronic condition because:

1. It is not curable: Asthma cannot be cured, but it can be well-managed with treatment and lifestyle changes.
2. It is ongoing: Asthma symptoms can change over time, and they may come and go for periods of time.
3. It can be unpredictable: Asthma symptoms can be triggered by various factors, such as allergens, stress, or certain medications, making it difficult to predict when symptoms will occur.
4. It requires ongoing management: To control asthma symptoms, people with asthma need to take medication regularly, monitor their symptoms, and make lifestyle changes to manage their condition.

However, with proper treatment and management, people with asthma can lead active and fulfilling lives, and their symptoms can be controlled to minimize their impact on daily life.",0.736101,0.763312,0.74946,0.058736,0.333333,0.087248,0.2
7,,"Yes, that risk cannot be disregarded. Poorly treated asthma gets worse with age, and the lungs of people with untreated asthma function less well than those of non-asthmatic individuals. Modern asthma treatments have not been available for long enough for us to be certain whether or not lung function will still deteriorate more rapidly in people with treated asthma as they grow older. However, most asthma doctors think that regular, preventive asthma treatment can prevent your asthma from getting worse and help to preserve your lung function.","Yes, there is a risk that asthma can worsen with age in some people. While asthma is often thought of as a condition that improves with age, the reality is more complex.

Research suggests that asthma can change and evolve over time, and some people may experience an increase in symptoms or worsening of their asthma with age. This can be due to various factors, such as:

1. Changes in lung function: As people age, their lung function can decline, leading to reduced lung capacity and increased difficulty breathing.
2. Increased airway inflammation: Chronic inflammation in the airways can worsen over time, making it more challenging to control symptoms.
3. Development of comorbidities: Certain conditions, such as obesity, diabetes, and cardiovascular disease, can increase the risk of asthma worsening with age.
4. Changes in treatment adherence: As people get older, they may be more likely to experience medication side effects, forget to take their medication, or experience changes in their treatment plan.
5. Changes in lifestyle: Lifestyle factors, such as smoking, physical inactivity, or exposure to allergens, can also contribute to worsening asthma symptoms over time.

However, it's essential to note that not everyone with asthma will experience worsening symptoms with age. In fact, many people with asthma find that their symptoms improve with age, possibly due to:

1. Increased lung function: As people age, their lung function can increase, making it easier to breathe.
2. Improved treatment adherence: Older adults may become more organized and consistent with their medication regimen, leading to better symptom control.
3. Reduced exposure to allergens: As people age, they may be less exposed to allergens, such as pollen or dust mites, which can trigger asthma symptoms.

If you have asthma and are concerned about the risk of worsening symptoms with age, it's essential to work closely with your healthcare provider to monitor your condition and adjust your treatment plan as needed.

In general, people with asthma are more likely to experience worsening symptoms with age if:

* They have a history of severe asthma
* They have a history of asthma exacerbations
* They have comorbidities, such as cardiovascular disease or diabetes
* They experience medication side effects or have difficulty adhering to their treatment plan
* They experience changes in their lifestyle or environment that trigger asthma symptoms

If you're concerned about your asthma or would like to discuss your risk of worsening symptoms with age, it's always best to consult with your healthcare provider.",0.674953,0.757698,0.713936,0.0,0.188377,0.024145,0.116232
8,,"Not necessarily, but asthma is often more severe if it starts at an older age. In addition, an older person with heart disease or other medical problems may have more difficulty in dealing with an asthma attack than a younger person.

What is called asthma in elderly people is sometimes actually chronic obstructive pulmonary disease (COPD). COPD is a collective name for chronic bronchitis and emphysema, two diseases that are almost always caused by smoking. Many of the symptoms of COPD are similar to those of asthma (e.g. breathlessness, wheezing, production of too much mucus, coughing). COPD is generally a more serious disease than asthma, because the changes in the airways are much more difficult to treat, and it usually has a worse outcome. Unfortunately, COPD can cause greater long-term disability and have a greater effect on the heart and other organ systems than asthma.","While asthma can occur at any age, the risk and severity of asthma tend to increase with age, particularly in older adults. Here's why:

1. **Increased inflammation**: As people age, their airways become more prone to inflammation, which can trigger asthma symptoms. Chronic inflammation can lead to airway damage and make it harder to control asthma.
2. **Weakened lung function**: Age-related decline in lung function, known as age-related decline in forced expiratory volume (FEV1), can make it more challenging to breathe and control asthma symptoms.
3. **Increased comorbidities**: Older adults with asthma are more likely to develop comorbidities, such as cardiovascular disease, diabetes, and obesity, which can worsen asthma symptoms.
4. **Medication non-adherence**: Older adults may be less likely to take their medications as prescribed, which can lead to poorly controlled asthma and increased symptoms.
5. **Hormonal changes**: Hormonal fluctuations, such as those that occur during menopause, can trigger asthma symptoms in some people.
6. **Environmental factors**: Older adults may be more susceptible to environmental triggers, such as air pollution, dust mites, and pet dander, which can exacerbate asthma symptoms.

That being said, it's essential to note that asthma can occur at any age, and some people may develop asthma in their 50s, 60s, or even 70s.

If you're an older adult with asthma, it's crucial to:

* Work closely with your healthcare provider to develop a personalized treatment plan
* Adhere to your medication regimen
* Make lifestyle changes, such as quitting smoking, exercising regularly, and avoiding triggers
* Stay up-to-date on vaccinations and health screenings

By taking proactive steps, you can manage your asthma and maintain your overall health and well-being.",0.644614,0.693909,0.668353,0.0,0.225352,0.014151,0.126761
9,,"Asthma is a common and potentially serious chronic disease that imposes a substantial burden on patients, their families and the community. It causes respiratory symptoms, limitation of activity, and flare-ups (attacks) that sometimes require urgent health care and may be fatal.

Fortunately… asthma can be effectively treated and most patients can achieve good control of their asthma. When asthma is under good control, patients can:

    Avoid troublesome symptoms during day and night
    Need little or no reliever medication
    Have productive, physically active lives
    Have normal or near normal lung function
    Avoid serious asthma flare-ups (exacerbations, or attacks)

What is asthma? Asthma causes symptoms such as wheezing, shortness of breath, chest tightness, and cough that vary over time in their occurrence, frequency and intensity.

These symptoms are associated with variable expiratory airflow, i.e., difficulty breathing air out of the lungs due to bronchoconstriction (airway narrowing), airway wall thickening, and increased mucus. Some variation in airflow can also occur in people without asthma, but it is greater in asthma.

Factors that may trigger or worsen asthma symptoms include viral infections, domestic or occupational allergens (e.g., house dust mite, pollens, cockroach), tobacco smoke, exercise and stress. These responses are more likely when asthma is uncontrolled. Some drugs can induce or trigger asthma, e.g., beta-blockers, and (in some patients) aspirin or other NSAIDs.

Asthma flare-ups (also called exacerbations or attacks) may occur, even in people taking asthma treatment. When asthma is uncontrolled, or in some high-risk patients, these episodes are more frequent and more severe, and may be fatal.

A stepwise approach to treatment takes into account the effectiveness of available medications, their safety, and their cost to the payer or patient.

Regular controller treatment, particularly with inhaled corticosteroid (ICS)-containing medications, markedly reduces the frequency and severity of asthma symptoms and the risk of having a flare-up.

Asthma is a common condition, affecting all levels of society. Olympic athletes, famous leaders and celebrities, and ordinary people live successful and active lives with asthma.","Asthma is a chronic inflammatory disease of the airways that affects millions of people worldwide. Here are some key things known about asthma:

**Causes and Risk Factors:**

1. Genetics: Asthma tends to run in families, suggesting a genetic component.
2. Environmental triggers: Allergens, respiratory infections, and air pollution can trigger asthma symptoms.
3. Abnormal airway function: In asthma, the airways become inflamed, swollen, and constricted, making it harder to breathe.

**Symptoms:**

1. Wheezing
2. Coughing (especially at night or with exertion)
3. Shortness of breath
4. Chest tightness or discomfort
5. Blue discoloration of the skin and lips (in severe cases)

**Types of Asthma:**

1. Allergic asthma: Triggers include pollen, dust mites, mold, and pet dander.
2. Non-allergic asthma: Triggers are not allergic in nature, such as respiratory infections or air pollution.
3. Exercise-induced asthma: Symptoms occur during physical activity.
4. Occupational asthma: Triggers are related to work or a specific occupation.

**Diagnosis:**

1. Medical history and physical examination
2. Pulmonary function tests (PFTs), such as spirometry and peak flow monitoring
3. Allergy testing (e.g., skin prick test or blood tests)
4. Other diagnostic tests, like imaging studies or blood tests, may be used to rule out other conditions.

**Treatment and Management:**

1. Medications:
	* Bronchodilators (relievers): relieve symptoms during an attack.
	* Inhaled corticosteroids (controllers): prevent symptoms and inflammation.
	* Combination inhalers (controles and relievers): combine both types.
	* Other medications, such as salbutamol or levalbuterol, may be used in addition to these.
2. Lifestyle modifications:
	* Avoiding triggers
	* Using a humidifier to add moisture to the air
	* Regular exercise, such as yoga or swimming
	* Quitting smoking
3. Emergency plans:
	* Develop a plan for managing asthma attacks, including carrying an inhaler and knowing emergency contact numbers.

**Complications and Comorbidities:**

1. Respiratory failure
2. Chronic obstructive pulmonary disease (COPD)
3. Cardiovascular disease
4. Anxiety and depression
5. Social and emotional challenges

**Current Research and Future Directions:**

1. Personalized medicine: Tailoring treatment to an individual's unique asthma profile.
2. New medications: Investigating new treatments, such as anti-inflammatory medications and biologics.
3. Environmental interventions: Examining the impact of air pollution and other environmental factors on asthma.

This is just a summary of the key things known about asthma. If you have specific questions or would like more information, feel free to ask!",0.704497,0.739734,0.721685,0.031258,0.361613,0.052999,0.166898
